% all

@relation 20ms-10mbps-all

@attribute avgw3delay_div_avgw1delay numeric
@attribute avgw3delay_div_minw1delay numeric
@attribute avgw3delay_div_maxw1delay numeric
@attribute avgw3delay_div_avgw2delay numeric
@attribute avgw3delay_div_minw2delay numeric
@attribute avgw3delay_div_maxw2delay numeric
@attribute minw3delay_div_avgw1delay numeric
@attribute minw3delay_div_minw1delay numeric
@attribute minw3delay_div_maxw1delay numeric
@attribute minw3delay_div_avgw2delay numeric
@attribute minw3delay_div_minw2delay numeric
@attribute minw3delay_div_maxw2delay numeric
@attribute maxw3delay_div_avgw1delay numeric
@attribute maxw3delay_div_minw1delay numeric
@attribute maxw3delay_div_maxw1delay numeric
@attribute maxw3delay_div_avgw2delay numeric
@attribute maxw3delay_div_minw2delay numeric
@attribute maxw3delay_div_maxw2delay numeric
@attribute minw3delay_div_maxw3delay numeric
@attribute stdw3delay_div_stdw1delay numeric
@attribute stdw3delay_div_stdw2delay numeric
@attribute stdw1delay_div_stdw2delay numeric
@attribute avgw1delay_div_avgw2delay numeric
@attribute avgw1delay_div_minw2delay numeric
@attribute avgw1delay_div_maxw2delay numeric
@attribute minw1delay_div_avgw2delay numeric
@attribute minw1delay_div_minw2delay numeric
@attribute minw1delay_div_maxw2delay numeric
@attribute maxw1delay_div_avgw2delay numeric
@attribute maxw1delay_div_minw2delay numeric
@attribute maxw1delay_div_maxw2delay numeric
@attribute avgw3iat_div_avgw1iat numeric
@attribute avgw3iat_div_minw1iat numeric
@attribute avgw3iat_div_maxw1iat numeric
@attribute avgw3iat_div_avgw2iat numeric
@attribute avgw3iat_div_minw2iat numeric
@attribute avgw3iat_div_maxw2iat numeric
@attribute minw3iat_div_avgw1iat numeric
@attribute minw3iat_div_minw1iat numeric
@attribute minw3iat_div_maxw1iat numeric
@attribute minw3iat_div_avgw2iat numeric
@attribute minw3iat_div_minw2iat numeric
@attribute minw3iat_div_maxw2iat numeric
@attribute maxw3iat_div_avgw1iat numeric
@attribute maxw3iat_div_minw1iat numeric
@attribute maxw3iat_div_maxw1iat numeric
@attribute maxw3iat_div_avgw2iat numeric
@attribute maxw3iat_div_minw2iat numeric
@attribute maxw3iat_div_maxw2iat numeric
@attribute minw3iat_div_maxw3iat numeric
@attribute stdw3iat_div_stdw1iat numeric
@attribute stdw3iat_div_stdw2iat numeric
@attribute stdw1iat_div_stdw2iat numeric
@attribute avgw1iat_div_avgw2iat numeric
@attribute avgw1iat_div_minw2iat numeric
@attribute avgw1iat_div_maxw2iat numeric
@attribute minw1iat_div_avgw2iat numeric
@attribute minw1iat_div_minw2iat numeric
@attribute minw1iat_div_maxw2iat numeric
@attribute maxw1iat_div_avgw2iat numeric
@attribute maxw1iat_div_minw2iat numeric
@attribute maxw1iat_div_maxw2iat numeric
@attribute class{c,n}

@data



0.711079444247,0.831666666667,0.604848484848,0.534378339865,0.625,0.454545454545,1.28250801568,1.5,1.09090909091,0.607055961071,0.700350877193,0.532266666667,0.456204379562,0.526315789474,0.4,1.09489051095,1.26315789474,0.96,0.416666666667,3.79501972386,4.28906532349,1.13018261711,0.853710462287,0.984912280702,0.748533333333,0.729927007299,0.842105263158,0.64,1.00364963504,1.15789473684,0.88,0.871900826446,0,0.200952380952,0.0,0,0.0,3.09917355372,0,0.714285714286,0.89029535865,0,0.281333333333,0.0,0,0.0,3.16455696203,0,1.0,0.0,0.937367757882,0.92636608739,0.98826322924,1.02109704641,0,0.322666666667,0.0,0,0.0,4.43037974684,0,1.4,c
0.855815681903,1.02355555556,0.731111111111,0.501672240803,0.6,0.428571428571,1.39353400223,1.66666666667,1.19047619048,0.714108527132,0.852962962963,0.614133333333,0.418604651163,0.5,0.36,1.16279069767,1.38888888889,1.0,0.36,4.34589393628,4.56860323416,1.05124591192,0.834418604651,0.996666666667,0.7176,0.697674418605,0.833333333333,0.6,0.976744186047,1.16666666667,0.84,0.948717948718,0,0.296,0.0,0,0.0,3.84615384615,0,1.2,0.96943231441,0,0.296,0.0,0,0.0,3.93013100437,0,1.2,0.0,0.962959415891,1.0001044441,1.03857382522,1.02183406114,0,0.312,0.0,0,0.0,3.27510917031,0,1.0,c
0.721780028944,0.83125,0.604545454545,0.488422575977,0.5625,0.409090909091,1.3024602026,1.5,1.09090909091,0.604179285282,0.7,0.532,0.408843125379,0.473684210526,0.36,1.09024833434,1.26315789474,0.96,0.375,3.94774383936,4.14291697561,1.04943915922,0.837068443368,0.969824561404,0.737066666667,0.726832222895,0.842105263158,0.64,0.999394306481,1.15789473684,0.88,0.944680851064,0,0.296,0.0,0,0.0,3.1914893617,0,1.0,0.948717948718,0,0.296,0.0,0,0.0,3.20512820513,0,1.0,0.0,1.0136234636,0.98902900267,0.975736097467,1.00427350427,0,0.313333333333,0.0,0,0.0,3.20512820513,0,1.0,c
0.737856878013,0.884444444444,0.631746031746,0.55617352614,0.666666666667,0.47619047619,1.33481646274,1.6,1.14285714286,0.607819181429,0.698245614035,0.530666666667,0.458155161881,0.526315789474,0.4,1.09957238852,1.26315789474,0.96,0.416666666667,3.51116876463,3.76603788243,1.07258811379,0.823762981063,0.946315789474,0.7192,0.687232742822,0.789473684211,0.6,0.962125839951,1.10526315789,0.84,1.04255319149,0,0.326666666667,0.0,0,0.0,3.82978723404,0,1.2,0.98,0,0.326666666667,0.0,0,0.0,3.6,0,1.2,0.0,1.05259606569,0.999064400232,0.949143202028,0.94,0,0.313333333333,0.0,0,0.0,3.0,0,1.0,c
0.747992351816,0.931428571429,0.652,0.57361376673,0.714285714286,0.5,1.37667304015,1.71428571429,1.2,0.600737100737,0.724444444444,0.5216,0.460687960688,0.555555555556,0.4,1.10565110565,1.33333333333,0.96,0.416666666667,3.00350241034,3.3325239978,1.10954597084,0.803132678133,0.968518518519,0.697333333333,0.644963144963,0.777777777778,0.56,0.921375921376,1.11111111111,0.8,0.96862745098,0,0.274444444444,0.0,0,0.0,3.52941176471,0,1.0,0.972440944882,0,0.329333333333,0.0,0,0.0,3.54330708661,0,1.2,0.0,1.09967115958,1.08901983167,0.990314079064,1.00393700787,0,0.34,0.0,0,0.0,3.54330708661,0,1.2,c
0.770485436893,1.01743589744,0.661333333333,0.52427184466,0.692307692308,0.45,1.39805825243,1.84615384615,1.2,0.613481756339,0.734814814815,0.529066666667,0.417439703154,0.5,0.36,1.11317254174,1.33333333333,0.96,0.375,2.77740605674,3.22467461142,1.16103822975,0.796227581942,0.953703703704,0.686666666667,0.602968460111,0.722222222222,0.52,0.927643784787,1.11111111111,0.8,1.00371747212,0,0.3,0.0,0,0.0,3.90334572491,0,1.16666666667,0.985401459854,0,0.3,0.0,0,0.0,3.83211678832,0,1.16666666667,0.0,1.1356957381,0.910983437419,0.802136881259,0.981751824818,0,0.298888888889,0.0,0,0.0,3.28467153285,0,1.0,c
0.99452401011,1.31166666667,0.828421052632,0.568660488627,0.75,0.473684210526,1.70598146588,2.25,1.42105263158,0.771820856489,0.925882352941,0.6296,0.441320693037,0.529411764706,0.36,1.32396207911,1.58823529412,1.08,0.333333333333,3.68253031235,3.88148462624,1.05402652443,0.776070611311,0.930980392157,0.633066666667,0.588427590716,0.705882352941,0.48,0.931677018634,1.11764705882,0.76,1.07279693487,0,0.266666666667,0.0,0,0.0,5.74712643678,0,1.42857142857,0.936454849498,0,0.169696969697,0.0,0,0.0,5.01672240803,0,0.909090909091,0.0,1.20476043279,0.908780714137,0.75432483455,0.872909698997,0,0.158181818182,0.0,0,0.0,3.51170568562,0,0.636363636364,c
